Ticker,Name,Market,Timeframe,Strategy,Trades,WinRate%,TotalRet%,AvgRet%,ProfitFactor,MDD%,Sharpe,_tr
BTC,비트코인,CRYPTO,5m,S03_GoldenCross,54,53.7,3.437,0.0637,1.334,-4.131,0.0994,3.437
BTC,비트코인,CRYPTO,5m,S04_SuperTrend,88,48.9,-1.137,-0.0129,0.944,-9.036,-0.0191,-1.137
BTC,비트코인,CRYPTO,5m,S05_HullMA,571,45.0,20.297,0.0355,1.23,-10.675,0.0679,20.297
BTC,비트코인,CRYPTO,5m,S06_Ichimoku,480,32.7,12.391,0.0258,1.253,-4.773,0.0613,12.391
BTC,비트코인,CRYPTO,5m,S07_RSI_Trend,1016,30.6,16.189,0.0159,1.172,-9.148,0.0432,16.189
BTC,비트코인,CRYPTO,5m,S08_RSI_Rev,110,57.3,4.158,0.0378,1.229,-4.344,0.0744,4.158
BTC,비트코인,CRYPTO,5m,S09_MACD,656,40.5,23.05,0.0351,1.25,-8.753,0.0699,23.05
BTC,비트코인,CRYPTO,5m,S10_MACDHist,656,40.5,23.05,0.0351,1.25,-8.753,0.0699,23.05
BTC,비트코인,CRYPTO,5m,S11_BB_Break,477,39.2,2.406,0.005,1.074,-3.687,0.0199,2.406
BTC,비트코인,CRYPTO,5m,S12_BB_Rev,179,46.9,-4.38,-0.0245,0.867,-12.052,-0.0494,-4.38
BTC,비트코인,CRYPTO,5m,S13_ATR_Break,490,44.9,4.438,0.0091,1.139,-2.849,0.0391,4.438
BTC,비트코인,CRYPTO,5m,S14_Donchian,235,50.2,7.831,0.0333,1.176,-4.788,0.0533,7.831
BTC,비트코인,CRYPTO,5m,S15_ZScore,426,63.4,2.904,0.0068,1.047,-8.911,0.0163,2.904
BTC,비트코인,CRYPTO,5m,S17_FVG,1042,35.9,2.983,0.0029,1.02,-12.089,0.0064,2.983
BTC,비트코인,CRYPTO,5m,S19_Monday,63,41.3,6.556,0.1041,1.761,-1.444,0.1726,6.556
BTC,비트코인,CRYPTO,5m,S20_InsideBar,718,50.7,-5.612,-0.0078,0.928,-8.882,-0.0247,-5.612
BTC,비트코인,CRYPTO,5m,S21_Engulfing,517,46.4,-8.664,-0.0168,0.867,-13.828,-0.0491,-8.664
BTC,비트코인,CRYPTO,5m,S22_VolBreak,299,45.2,3.437,0.0115,1.192,-2.99,0.0573,3.437
BTC,비트코인,CRYPTO,5m,S23_EMA_Ribbon,192,43.2,9.17,0.0478,1.313,-5.808,0.0942,9.17
BTC,비트코인,CRYPTO,5m,S24_CHoCH,571,46.9,3.517,0.0062,1.04,-10.608,0.013,3.517
BTC,비트코인,CRYPTO,5m,S25_PinBar,809,49.8,8.433,0.0104,1.1,-4.766,0.0311,8.433
BTC,비트코인,CRYPTO,4h,FVG+OB,905,59.4,292.864,0.3236,2.111,-6.883,0.3129,292.864
BTC,비트코인,CRYPTO,4h,S01_EMA9_21,96,44.8,-11.488,-0.1197,0.877,-34.028,-0.0559,-11.488
BTC,비트코인,CRYPTO,4h,S02_EMA20_50,41,51.2,13.28,0.3239,1.314,-15.07,0.1146,13.28
BTC,비트코인,CRYPTO,4h,S03_GoldenCross,15,46.7,-7.416,-0.4944,0.662,-12.339,-0.1711,-7.416
BTC,비트코인,CRYPTO,4h,S04_SuperTrend,14,50.0,-0.55,-0.0393,0.969,-10.388,-0.0111,-0.55
BTC,비트코인,CRYPTO,4h,S05_HullMA,146,54.1,30.796,0.2109,1.236,-18.757,0.0799,30.796
BTC,비트코인,CRYPTO,4h,S06_Ichimoku,125,29.6,-12.147,-0.0972,0.891,-28.003,-0.0431,-12.147
BTC,비트코인,CRYPTO,4h,S07_RSI_Trend,214,31.8,15.184,0.071,1.102,-36.896,0.0346,15.184
BTC,비트코인,CRYPTO,4h,S08_RSI_Rev,34,47.1,-6.482,-0.1906,0.877,-18.09,-0.0528,-6.482
BTC,비트코인,CRYPTO,4h,S09_MACD,169,43.8,-0.629,-0.0037,0.996,-32.872,-0.0014,-0.629
BTC,비트코인,CRYPTO,4h,S10_MACDHist,169,43.8,-0.629,-0.0037,0.996,-32.872,-0.0014,-0.629
BTC,비트코인,CRYPTO,4h,S11_BB_Break,144,37.5,-5.153,-0.0358,0.921,-21.003,-0.0284,-5.153
BTC,비트코인,CRYPTO,4h,S12_BB_Rev,51,52.9,-6.845,-0.1342,0.895,-23.293,-0.0424,-6.845
BTC,비트코인,CRYPTO,4h,S13_ATR_Break,102,49.0,8.417,0.0825,1.239,-5.903,0.0711,8.417
BTC,비트코인,CRYPTO,4h,S14_Donchian,49,46.9,-2.782,-0.0568,0.948,-26.851,-0.0225,-2.782
BTC,비트코인,CRYPTO,4h,S15_ZScore,96,55.2,-27.242,-0.2838,0.762,-49.477,-0.1032,-27.242
BTC,비트코인,CRYPTO,4h,S16_SMA_Rev,38,65.8,43.691,1.1498,2.286,-7.393,0.3228,43.691
BTC,비트코인,CRYPTO,4h,S17_FVG,170,45.3,-5.496,-0.0323,0.972,-33.609,-0.0114,-5.496
BTC,비트코인,CRYPTO,4h,S19_Monday,107,45.8,25.34,0.2368,1.269,-19.446,0.0891,25.34
BTC,비트코인,CRYPTO,4h,S20_InsideBar,199,51.3,2.72,0.0137,1.017,-17.972,0.0061,2.72
BTC,비트코인,CRYPTO,4h,S21_Engulfing,213,47.9,1.081,0.0051,1.007,-24.7,0.0024,1.081
BTC,비트코인,CRYPTO,4h,S22_VolBreak,133,42.9,12.413,0.0933,1.246,-13.102,0.0694,12.413
BTC,비트코인,CRYPTO,4h,S23_EMA_Ribbon,47,55.3,36.633,0.7794,2.38,-5.238,0.3441,36.633
BTC,비트코인,CRYPTO,4h,S24_CHoCH,150,50.0,29.637,0.1976,1.198,-27.152,0.0684,29.637
BTC,비트코인,CRYPTO,4h,S25_PinBar,173,48.6,-5.887,-0.034,0.957,-38.601,-0.0154,-5.887
BTC,비트코인,CRYPTO,1m+4h,FVG+OB,55,38.2,0.655,0.0119,1.138,-1.179,0.0578,0.655
BTC,비트코인,CRYPTO,1m+4h,S01_EMA9_21,248,27.8,-4.062,-0.0164,0.762,-5.247,-0.0981,-4.062
BTC,비트코인,CRYPTO,1m+4h,S02_EMA20_50,101,36.6,-0.511,-0.0051,0.93,-3.099,-0.0248,-0.511
BTC,비트코인,CRYPTO,1m+4h,S03_GoldenCross,28,46.4,-1.16,-0.0414,0.614,-2.039,-0.1857,-1.16
BTC,비트코인,CRYPTO,1m+4h,S04_SuperTrend,47,46.8,0.947,0.0202,1.401,-0.522,0.1138,0.947
BTC,비트코인,CRYPTO,1m+4h,S05_HullMA,309,45.3,3.24,0.0105,1.193,-2.549,0.0576,3.24
BTC,비트코인,CRYPTO,1m+4h,S06_Ichimoku,265,23.8,-0.845,-0.0032,0.929,-3.743,-0.0216,-0.845
BTC,비트코인,CRYPTO,1m+4h,S07_RSI_Trend,582,24.4,-1.98,-0.0034,0.901,-3.58,-0.0281,-1.98
BTC,비트코인,CRYPTO,1m+4h,S08_RSI_Rev,68,58.8,2.243,0.033,1.427,-1.723,0.134,2.243
BTC,비트코인,CRYPTO,1m+4h,S09_MACD,383,35.8,2.412,0.0063,1.13,-3.237,0.0365,2.412
BTC,비트코인,CRYPTO,1m+4h,S10_MACDHist,383,35.8,2.412,0.0063,1.13,-3.237,0.0365,2.412
BTC,비트코인,CRYPTO,1m+4h,S11_BB_Break,285,39.3,-1.576,-0.0055,0.776,-1.946,-0.0825,-1.576
BTC,비트코인,CRYPTO,1m+4h,S12_BB_Rev,112,63.4,2.908,0.026,1.42,-1.453,0.1137,2.908
BTC,비트코인,CRYPTO,1m+4h,S13_ATR_Break,253,42.7,-0.024,-0.0001,0.995,-0.929,-0.0016,-0.024
BTC,비트코인,CRYPTO,1m+4h,S14_Donchian,138,44.9,-0.687,-0.005,0.942,-2.944,-0.0226,-0.687
BTC,비트코인,CRYPTO,1m+4h,S15_ZScore,249,68.3,2.285,0.0092,1.202,-1.376,0.0575,2.285
BTC,비트코인,CRYPTO,1m+4h,S17_FVG,490,35.9,4.443,0.0091,1.209,-1.789,0.0583,4.443
BTC,비트코인,CRYPTO,1m+4h,S20_InsideBar,419,48.2,-1.75,-0.0042,0.883,-2.375,-0.0432,-1.75
BTC,비트코인,CRYPTO,1m+4h,S21_Engulfing,297,51.5,1.656,0.0056,1.162,-0.952,0.0512,1.656
BTC,비트코인,CRYPTO,1m+4h,S22_VolBreak,89,44.9,0.265,0.003,1.144,-0.508,0.0414,0.265
BTC,비트코인,CRYPTO,1m+4h,S23_EMA_Ribbon,127,28.3,-1.494,-0.0118,0.84,-2.936,-0.0577,-1.494
BTC,비트코인,CRYPTO,1m+4h,S24_CHoCH,332,45.5,-3.822,-0.0115,0.805,-4.914,-0.0727,-3.822
BTC,비트코인,CRYPTO,1m+4h,S25_PinBar,400,49.0,-0.616,-0.0015,0.964,-2.988,-0.0121,-0.616
ETH,이더리움,CRYPTO,15m,FVG+OB,596,48.2,63.915,0.1072,1.644,-4.992,0.1947,63.915
ETH,이더리움,CRYPTO,15m,S01_EMA9_21,133,37.6,-15.719,-0.1182,0.67,-18.904,-0.1397,-15.719
ETH,이더리움,CRYPTO,15m,S02_EMA20_50,56,35.7,-7.126,-0.1272,0.692,-10.506,-0.1355,-7.126
ETH,이더리움,CRYPTO,15m,S03_GoldenCross,20,50.0,4.572,0.2286,1.963,-2.159,0.177,4.572
ETH,이더리움,CRYPTO,15m,S04_SuperTrend,25,28.0,-10.407,-0.4163,0.186,-10.937,-0.6107,-10.407
ETH,이더리움,CRYPTO,15m,S05_HullMA,193,49.2,9.005,0.0467,1.161,-10.487,0.0491,9.005
ETH,이더리움,CRYPTO,15m,S06_Ichimoku,163,24.5,-13.927,-0.0854,0.687,-18.106,-0.1054,-13.927
ETH,이더리움,CRYPTO,15m,S07_RSI_Trend,340,25.3,6.771,0.0199,1.096,-9.211,0.0267,6.771
ETH,이더리움,CRYPTO,15m,S08_RSI_Rev,35,45.7,-4.407,-0.1259,0.702,-6.458,-0.1288,-4.407
ETH,이더리움,CRYPTO,15m,S09_MACD,222,42.3,4.593,0.0207,1.072,-6.947,0.0233,4.593
ETH,이더리움,CRYPTO,15m,S10_MACDHist,222,42.3,4.593,0.0207,1.072,-6.947,0.0233,4.593
ETH,이더리움,CRYPTO,15m,S11_BB_Break,171,32.2,2.305,0.0135,1.069,-9.681,0.0182,2.305
ETH,이더리움,CRYPTO,15m,S12_BB_Rev,64,62.5,11.701,0.1828,1.653,-3.13,0.186,11.701
ETH,이더리움,CRYPTO,15m,S13_ATR_Break,120,42.5,3.617,0.0301,1.181,-5.51,0.0494,3.617
ETH,이더리움,CRYPTO,15m,S14_Donchian,68,35.3,-4.505,-0.0663,0.816,-12.178,-0.0645,-4.505
ETH,이더리움,CRYPTO,15m,S15_ZScore,144,61.1,7.629,0.053,1.193,-8.568,0.0653,7.629
ETH,이더리움,CRYPTO,15m,S16_SMA_Rev,8,37.5,-3.174,-0.3967,0.284,-3.594,-0.4682,-3.174
ETH,이더리움,CRYPTO,15m,S17_FVG,273,42.9,3.187,0.0117,1.041,-8.306,0.0143,3.187
ETH,이더리움,CRYPTO,15m,S19_Monday,37,45.9,0.935,0.0253,1.093,-3.489,0.0356,0.935
ETH,이더리움,CRYPTO,15m,S20_InsideBar,272,45.6,-2.219,-0.0082,0.97,-16.716,-0.0096,-2.219
ETH,이더리움,CRYPTO,15m,S21_Engulfing,225,48.4,-6.783,-0.0301,0.9,-16.029,-0.0346,-6.783
ETH,이더리움,CRYPTO,15m,S22_VolBreak,108,40.7,3.718,0.0344,1.207,-4.867,0.0547,3.718
ETH,이더리움,CRYPTO,15m,S23_EMA_Ribbon,57,38.6,-10.611,-0.1862,0.587,-12.27,-0.1935,-10.611
ETH,이더리움,CRYPTO,15m,S24_CHoCH,182,44.5,0.091,0.0005,1.001,-17.865,0.0005,0.091
ETH,이더리움,CRYPTO,15m,S25_PinBar,233,49.8,5.128,0.022,1.094,-7.261,0.0319,5.128
ETH,이더리움,CRYPTO,5m,FVG+OB,1183,39.9,26.813,0.0227,1.162,-6.917,0.0605,26.813
ETH,이더리움,CRYPTO,5m,S01_EMA9_21,401,37.4,10.719,0.0267,1.145,-8.453,0.0423,10.719
ETH,이더리움,CRYPTO,5m,S02_EMA20_50,178,40.4,0.727,0.0041,1.016,-12.051,0.0055,0.727
ETH,이더리움,CRYPTO,5m,S03_GoldenCross,55,38.2,-4.128,-0.0751,0.701,-7.331,-0.1082,-4.128
ETH,이더리움,CRYPTO,5m,S04_SuperTrend,96,41.7,-5.188,-0.054,0.822,-10.87,-0.0623,-5.188
ETH,이더리움,CRYPTO,5m,S05_HullMA,590,43.1,28.213,0.0478,1.235,-9.679,0.0668,28.213
ETH,이더리움,CRYPTO,5m,S06_Ichimoku,516,29.3,3.334,0.0065,1.043,-8.906,0.0118,3.334
ETH,이더리움,CRYPTO,5m,S07_RSI_Trend,1022,26.0,1.571,0.0015,1.013,-14.755,0.0034,1.571
ETH,이더리움,CRYPTO,5m,S08_RSI_Rev,118,57.6,11.446,0.097,1.423,-6.043,0.1211,11.446
ETH,이더리움,CRYPTO,5m,S09_MACD,663,39.1,20.503,0.0309,1.171,-8.619,0.0481,20.503
ETH,이더리움,CRYPTO,5m,S10_MACDHist,663,39.1,20.503,0.0309,1.171,-8.619,0.0481,20.503
ETH,이더리움,CRYPTO,5m,S11_BB_Break,461,38.0,7.853,0.017,1.195,-4.955,0.0419,7.853
ETH,이더리움,CRYPTO,5m,S12_BB_Rev,187,56.7,9.472,0.0507,1.242,-8.266,0.0773,9.472
ETH,이더리움,CRYPTO,5m,S13_ATR_Break,475,41.7,4.282,0.009,1.11,-4.177,0.0287,4.282
ETH,이더리움,CRYPTO,5m,S14_Donchian,232,50.0,13.442,0.0579,1.26,-5.561,0.0769,13.442
ETH,이더리움,CRYPTO,5m,S15_ZScore,433,65.8,4.108,0.0095,1.048,-6.698,0.0163,4.108
ETH,이더리움,CRYPTO,5m,S16_SMA_Rev,5,60.0,0.363,0.0727,1.448,-0.812,0.1837,0.363
ETH,이더리움,CRYPTO,5m,S17_FVG,1019,35.8,-2.412,-0.0024,0.987,-15.176,-0.004,-2.412
ETH,이더리움,CRYPTO,5m,S19_Monday,67,31.3,3.163,0.0472,1.25,-3.675,0.074,3.163
ETH,이더리움,CRYPTO,5m,S20_InsideBar,743,52.2,-2.856,-0.0038,0.972,-15.069,-0.0089,-2.856
ETH,이더리움,CRYPTO,5m,S21_Engulfing,589,50.8,13.234,0.0225,1.181,-7.021,0.0543,13.234
ETH,이더리움,CRYPTO,5m,S22_VolBreak,280,43.6,7.02,0.0251,1.298,-3.805,0.0787,7.02
ETH,이더리움,CRYPTO,5m,S23_EMA_Ribbon,189,37.6,5.817,0.0308,1.124,-12.218,0.0399,5.817
ETH,이더리움,CRYPTO,5m,S24_CHoCH,564,46.6,10.63,0.0188,1.095,-12.041,0.0289,10.63
ETH,이더리움,CRYPTO,5m,S25_PinBar,825,50.1,15.83,0.0192,1.146,-6.401,0.0412,15.83
ETH,이더리움,CRYPTO,4h,FVG+OB,1004,61.2,424.959,0.4233,2.229,-5.501,0.3487,424.959
ETH,이더리움,CRYPTO,4h,S01_EMA9_21,113,38.1,-29.613,-0.2621,0.836,-55.682,-0.0622,-29.613
ETH,이더리움,CRYPTO,4h,S02_EMA20_50,41,46.3,12.682,0.3093,1.239,-24.673,0.0846,12.682
ETH,이더리움,CRYPTO,4h,S03_GoldenCross,12,41.7,-1.281,-0.1067,0.918,-11.468,-0.0369,-1.281
ETH,이더리움,CRYPTO,4h,S04_SuperTrend,12,41.7,15.638,1.3032,1.498,-20.343,0.1473,15.638
ETH,이더리움,CRYPTO,4h,S05_HullMA,141,50.4,5.328,0.0378,1.027,-32.306,0.0097,5.328
ETH,이더리움,CRYPTO,4h,S06_Ichimoku,108,29.6,-2.53,-0.0234,0.982,-41.12,-0.006,-2.53
ETH,이더리움,CRYPTO,4h,S07_RSI_Trend,237,29.1,-31.011,-0.1308,0.884,-55.584,-0.0406,-31.011
ETH,이더리움,CRYPTO,4h,S08_RSI_Rev,30,40.0,-51.677,-1.7226,0.383,-57.622,-0.3748,-51.677
ETH,이더리움,CRYPTO,4h,S09_MACD,165,40.0,19.171,0.1162,1.088,-44.21,0.0307,19.171
ETH,이더리움,CRYPTO,4h,S10_MACDHist,165,40.0,19.171,0.1162,1.088,-44.21,0.0307,19.171
ETH,이더리움,CRYPTO,4h,S11_BB_Break,130,42.3,47.122,0.3625,1.625,-12.968,0.1318,47.122
ETH,이더리움,CRYPTO,4h,S12_BB_Rev,50,44.0,-63.068,-1.2614,0.517,-74.811,-0.2504,-63.068
ETH,이더리움,CRYPTO,4h,S13_ATR_Break,99,53.5,45.281,0.4574,2.159,-6.588,0.2552,45.281
ETH,이더리움,CRYPTO,4h,S14_Donchian,52,44.2,-1.585,-0.0305,0.981,-32.123,-0.006,-1.585
ETH,이더리움,CRYPTO,4h,S15_ZScore,107,59.8,-9.857,-0.0921,0.951,-44.753,-0.0193,-9.857
ETH,이더리움,CRYPTO,4h,S16_SMA_Rev,46,45.7,-28.268,-0.6145,0.728,-46.652,-0.1245,-28.268
ETH,이더리움,CRYPTO,4h,S17_FVG,175,44.0,11.445,0.0654,1.04,-55.922,0.0146,11.445
ETH,이더리움,CRYPTO,4h,S19_Monday,100,48.0,62.245,0.6225,1.457,-26.252,0.1315,62.245
ETH,이더리움,CRYPTO,4h,S20_InsideBar,191,50.8,24.524,0.1284,1.111,-49.739,0.0366,24.524
ETH,이더리움,CRYPTO,4h,S21_Engulfing,215,48.4,43.859,0.204,1.208,-31.082,0.069,43.859
ETH,이더리움,CRYPTO,4h,S22_VolBreak,127,51.2,31.702,0.2496,1.606,-13.597,0.1659,31.702
ETH,이더리움,CRYPTO,4h,S23_EMA_Ribbon,49,46.9,26.197,0.5346,1.435,-14.129,0.1193,26.197
ETH,이더리움,CRYPTO,4h,S24_CHoCH,142,48.6,2.914,0.0205,1.012,-64.197,0.0042,2.914
ETH,이더리움,CRYPTO,4h,S25_PinBar,177,52.5,-2.175,-0.0123,0.989,-36.877,-0.004,-2.175
ETH,이더리움,CRYPTO,1m+4h,FVG+OB,39,25.6,-1.803,-0.0462,0.591,-2.148,-0.2299,-1.803
ETH,이더리움,CRYPTO,1m+4h,S01_EMA9_21,244,27.0,-2.035,-0.0083,0.882,-5.013,-0.0398,-2.035
ETH,이더리움,CRYPTO,1m+4h,S02_EMA20_50,101,33.7,-0.694,-0.0069,0.925,-2.806,-0.0255,-0.694
ETH,이더리움,CRYPTO,1m+4h,S03_GoldenCross,32,53.1,0.901,0.0282,1.274,-1.51,0.0872,0.901
ETH,이더리움,CRYPTO,1m+4h,S04_SuperTrend,31,54.8,1.281,0.0413,1.748,-0.642,0.1884,1.281
ETH,이더리움,CRYPTO,1m+4h,S05_HullMA,323,42.1,0.33,0.001,1.016,-3.897,0.0051,0.33
ETH,이더리움,CRYPTO,1m+4h,S06_Ichimoku,319,25.1,-2.956,-0.0093,0.799,-4.673,-0.059,-2.956
ETH,이더리움,CRYPTO,1m+4h,S07_RSI_Trend,627,25.5,-3.617,-0.0058,0.849,-5.541,-0.041,-3.617
ETH,이더리움,CRYPTO,1m+4h,S08_RSI_Rev,65,66.2,2.782,0.0428,1.549,-1.479,0.176,2.782
ETH,이더리움,CRYPTO,1m+4h,S09_MACD,381,36.7,-1.082,-0.0028,0.956,-6.119,-0.0142,-1.082
ETH,이더리움,CRYPTO,1m+4h,S10_MACDHist,381,36.7,-1.082,-0.0028,0.956,-6.119,-0.0142,-1.082
ETH,이더리움,CRYPTO,1m+4h,S11_BB_Break,272,34.2,-3.102,-0.0114,0.656,-3.005,-0.1323,-3.102
ETH,이더리움,CRYPTO,1m+4h,S12_BB_Rev,111,64.0,6.594,0.0594,1.92,-1.337,0.2592,6.594
ETH,이더리움,CRYPTO,1m+4h,S13_ATR_Break,236,38.1,-2.047,-0.0087,0.686,-2.026,-0.1223,-2.047
ETH,이더리움,CRYPTO,1m+4h,S14_Donchian,134,41.0,-3.648,-0.0272,0.718,-4.784,-0.1252,-3.648
ETH,이더리움,CRYPTO,1m+4h,S15_ZScore,238,68.5,2.045,0.0086,1.173,-2.25,0.0554,2.045
ETH,이더리움,CRYPTO,1m+4h,S17_FVG,507,35.5,-0.847,-0.0017,0.971,-5.698,-0.0094,-0.847
ETH,이더리움,CRYPTO,1m+4h,S20_InsideBar,378,47.9,0.034,0.0001,1.002,-3.297,0.0007,0.034
ETH,이더리움,CRYPTO,1m+4h,S21_Engulfing,306,47.7,-0.291,-0.001,0.977,-1.279,-0.0079,-0.291
ETH,이더리움,CRYPTO,1m+4h,S22_VolBreak,73,49.3,-0.612,-0.0084,0.731,-1.199,-0.0922,-0.612
ETH,이더리움,CRYPTO,1m+4h,S23_EMA_Ribbon,155,25.8,-4.126,-0.0266,0.679,-6.161,-0.1191,-4.126
ETH,이더리움,CRYPTO,1m+4h,S24_CHoCH,331,45.9,-3.555,-0.0107,0.836,-4.716,-0.0597,-3.555
ETH,이더리움,CRYPTO,1m+4h,S25_PinBar,404,50.0,0.885,0.0022,1.051,-2.625,0.0162,0.885
SOL,솔라나,CRYPTO,15m,FVG+OB,606,47.7,45.805,0.0756,1.46,-4.74,0.1525,45.805
SOL,솔라나,CRYPTO,15m,S01_EMA9_21,118,47.5,11.844,0.1004,1.355,-8.843,0.1047,11.844
SOL,솔라나,CRYPTO,15m,S02_EMA20_50,51,54.9,12.061,0.2365,1.965,-1.729,0.2264,12.061
SOL,솔라나,CRYPTO,15m,S03_GoldenCross,20,45.0,-2.285,-0.1142,0.676,-4.173,-0.1432,-2.285
SOL,솔라나,CRYPTO,15m,S04_SuperTrend,33,45.5,8.973,0.2719,1.782,-3.615,0.1714,8.973
SOL,솔라나,CRYPTO,15m,S05_HullMA,191,48.7,10.606,0.0555,1.212,-9.379,0.0633,10.606
SOL,솔라나,CRYPTO,15m,S06_Ichimoku,130,36.2,20.303,0.1562,1.65,-3.067,0.1389,20.303
SOL,솔라나,CRYPTO,15m,S07_RSI_Trend,308,30.8,21.603,0.0701,1.365,-15.508,0.0869,21.603
SOL,솔라나,CRYPTO,15m,S08_RSI_Rev,40,50.0,-3.776,-0.0944,0.755,-5.762,-0.0978,-3.776
SOL,솔라나,CRYPTO,15m,S09_MACD,225,42.2,26.115,0.1161,1.48,-4.572,0.1228,26.115
SOL,솔라나,CRYPTO,15m,S10_MACDHist,225,42.2,26.115,0.1161,1.48,-4.572,0.1228,26.115
SOL,솔라나,CRYPTO,15m,S11_BB_Break,152,33.6,2.102,0.0138,1.069,-8.564,0.0178,2.102
SOL,솔라나,CRYPTO,15m,S12_BB_Rev,64,53.1,-3.101,-0.0485,0.851,-6.422,-0.0579,-3.101
SOL,솔라나,CRYPTO,15m,S13_ATR_Break,154,39.6,0.558,0.0036,1.021,-7.788,0.0058,0.558
SOL,솔라나,CRYPTO,15m,S14_Donchian,77,48.1,1.956,0.0254,1.076,-6.856,0.0264,1.956
SOL,솔라나,CRYPTO,15m,S15_ZScore,141,58.9,2.592,0.0184,1.065,-7.03,0.0219,2.592
SOL,솔라나,CRYPTO,15m,S16_SMA_Rev,9,44.4,-1.74,-0.1933,0.556,-2.156,-0.2639,-1.74
SOL,솔라나,CRYPTO,15m,S17_FVG,314,41.7,23.795,0.0758,1.296,-8.785,0.0846,23.795
SOL,솔라나,CRYPTO,15m,S19_Monday,35,37.1,1.042,0.0298,1.069,-3.975,0.0239,1.042
SOL,솔라나,CRYPTO,15m,S20_InsideBar,223,51.1,1.32,0.0059,1.023,-11.648,0.0075,1.32
SOL,솔라나,CRYPTO,15m,S21_Engulfing,222,48.2,-3.669,-0.0165,0.943,-16.227,-0.0192,-3.669
SOL,솔라나,CRYPTO,15m,S22_VolBreak,165,36.4,2.404,0.0146,1.086,-8.706,0.0219,2.404
SOL,솔라나,CRYPTO,15m,S23_EMA_Ribbon,64,59.4,17.044,0.2663,2.168,-4.144,0.2482,17.044
SOL,솔라나,CRYPTO,15m,S24_CHoCH,187,47.1,2.23,0.0119,1.035,-12.196,0.0111,2.23
SOL,솔라나,CRYPTO,15m,S25_PinBar,223,50.2,4.39,0.0197,1.084,-7.994,0.0265,4.39
SOL,솔라나,CRYPTO,5m,FVG+OB,1162,35.9,-13.358,-0.0115,0.924,-26.464,-0.0321,-13.358
SOL,솔라나,CRYPTO,5m,S01_EMA9_21,385,37.4,25.496,0.0662,1.365,-6.967,0.0951,25.496
SOL,솔라나,CRYPTO,5m,S02_EMA20_50,165,44.2,13.391,0.0812,1.432,-6.199,0.104,13.391
SOL,솔라나,CRYPTO,5m,S03_GoldenCross,53,52.8,8.552,0.1614,1.697,-2.785,0.1806,8.552
SOL,솔라나,CRYPTO,5m,S04_SuperTrend,158,44.9,15.459,0.0978,1.414,-7.934,0.1017,15.459
SOL,솔라나,CRYPTO,5m,S05_HullMA,571,42.7,14.733,0.0258,1.121,-11.764,0.036,14.733
SOL,솔라나,CRYPTO,5m,S06_Ichimoku,395,32.9,29.536,0.0748,1.556,-3.931,0.1183,29.536
SOL,솔라나,CRYPTO,5m,S07_RSI_Trend,843,28.0,41.509,0.0492,1.459,-6.741,0.096,41.509
SOL,솔라나,CRYPTO,5m,S08_RSI_Rev,135,51.1,0.802,0.0059,1.024,-7.779,0.0083,0.802
SOL,솔라나,CRYPTO,5m,S09_MACD,657,38.4,25.802,0.0393,1.214,-8.408,0.0607,25.802
SOL,솔라나,CRYPTO,5m,S10_MACDHist,657,38.4,25.802,0.0393,1.214,-8.408,0.0607,25.802
SOL,솔라나,CRYPTO,5m,S11_BB_Break,431,40.1,18.688,0.0434,1.548,-6.167,0.1073,18.688
SOL,솔라나,CRYPTO,5m,S12_BB_Rev,176,51.1,0.847,0.0048,1.019,-8.937,0.0068,0.847
SOL,솔라나,CRYPTO,5m,S13_ATR_Break,565,42.8,21.71,0.0384,1.563,-3.673,0.1164,21.71
SOL,솔라나,CRYPTO,5m,S14_Donchian,243,46.1,16.472,0.0678,1.321,-4.532,0.0924,16.472
SOL,솔라나,CRYPTO,5m,S15_ZScore,414,62.1,-19.902,-0.0481,0.796,-22.735,-0.0761,-19.902
SOL,솔라나,CRYPTO,5m,S16_SMA_Rev,4,50.0,0.598,0.1496,1.967,-0.211,0.3094,0.598
SOL,솔라나,CRYPTO,5m,S17_FVG,1096,33.7,14.057,0.0128,1.075,-13.576,0.0214,14.057
SOL,솔라나,CRYPTO,5m,S19_Monday,56,37.5,6.599,0.1178,1.652,-2.4,0.1671,6.599
SOL,솔라나,CRYPTO,5m,S20_InsideBar,648,49.1,14.153,0.0218,1.168,-8.522,0.0517,14.153
SOL,솔라나,CRYPTO,5m,S21_Engulfing,437,51.9,-5.947,-0.0136,0.9,-12.366,-0.0366,-5.947
SOL,솔라나,CRYPTO,5m,S22_VolBreak,396,44.7,20.408,0.0515,1.72,-1.729,0.1408,20.408
SOL,솔라나,CRYPTO,5m,S23_EMA_Ribbon,193,42.5,17.871,0.0926,1.476,-6.806,0.1273,17.871
SOL,솔라나,CRYPTO,5m,S24_CHoCH,585,46.5,23.668,0.0405,1.202,-10.161,0.0593,23.668
SOL,솔라나,CRYPTO,5m,S25_PinBar,556,49.5,1.02,0.0018,1.013,-7.011,0.0042,1.02
SOL,솔라나,CRYPTO,4h,FVG+OB,1020,62.5,457.679,0.4487,2.273,-7.231,0.358,457.679
SOL,솔라나,CRYPTO,4h,S01_EMA9_21,103,37.9,8.427,0.0818,1.045,-54.288,0.0169,8.427
SOL,솔라나,CRYPTO,4h,S02_EMA20_50,41,56.1,45.404,1.1074,1.792,-18.476,0.2335,45.404
